"initial_alias","converted_alias","name","description","namespace"
"SIGLEC20P","ENSG00000268336","SIGLEC20P","sialic acid binding Ig like lectin 20, pseudogene [Source:HGNC Symbol;Acc:HGNC:15609]","GENECARDS,HGNC"
"SLC12A8","ENSG00000221955","SLC12A8","solute carrier family 12 member 8 [Source:HGNC Symbol;Acc:HGNC:15595]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC1A3","ENSG00000079215","SLC1A3","solute carrier family 1 member 3 [Source:HGNC Symbol;Acc:HGNC:10941]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC22A13","ENSG00000172940","SLC22A13","solute carrier family 22 member 13 [Source:HGNC Symbol;Acc:HGNC:8494]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC22A16","ENSG00000004809","SLC22A16","solute carrier family 22 member 16 [Source:HGNC Symbol;Acc:HGNC:20302]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A27","ENSG00000153291","SLC25A27","solute carrier family 25 member 27 [Source:HGNC Symbol;Acc:HGNC:21065]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A41","ENSG00000181240","SLC25A41","solute carrier family 25 member 41 [Source:HGNC Symbol;Acc:HGNC:28533]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMIM43","ENSG00000164112","SMIM43","small integral membrane protein 43 [Source:HGNC Symbol;Acc:HGNC:55077]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNHG21","ENSG00000250988","SNHG21","small nucleolar RNA host gene 21 [Source:HGNC Symbol;Acc:HGNC:50284]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SNHG25","ENSG00000266402","SNHG25","small nucleolar RNA host gene 25 [Source:HGNC Symbol;Acc:HGNC:51534]","GENECARDS,HGNC"
"SNORA31","ENSG00000199477","SNORA31","small nucleolar RNA, H/ACA box 31 [Source:HGNC Symbol;Acc:HGNC:32621]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SNORA66","ENSG00000207523","SNORA66","small nucleolar RNA, H/ACA box 66 [Source:HGNC Symbol;Acc:HGNC:10223]","ENTREZGENE,GENECARDS,HGNC,RFAM,WIKIGENE"
"SNORD19","ENSG00000212493","SNORD19","small nucleolar RNA, C/D box 19 [Source:HGNC Symbol;Acc:HGNC:32717]","GENECARDS,HGNC"
"SNORD37","ENSG00000206775","SNORD37","small nucleolar RNA, C/D box 37 [Source:HGNC Symbol;Acc:HGNC:10166]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SNRPEP4","ENSG00000233270","SNRPEP4","SNRPE pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43446]","GENECARDS,HGNC"
"SPATS2L","ENSG00000196141","SPATS2L","spermatogenesis associated serine rich 2 like [Source:HGNC Symbol;Acc:HGNC:24574]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPCS2P4","ENSG00000228589","SPCS2P4","signal peptidase complex subunit 2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:45237]","GENECARDS,HGNC"
"SPDYE18","ENSG00000205482","SPDYE18","speedy/RINGO cell cycle regulator family member E18 [Source:HGNC Symbol;Acc:HGNC:51514]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPIRE1","ENSG00000134278","SPIRE1","spire type actin nucleation factor 1 [Source:HGNC Symbol;Acc:HGNC:30622]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPOUT1","ENSG00000198917","SPOUT1","SPOUT domain containing methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26933]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPSB1","ENSG00000171621","SPSB1","splA/ryanodine receptor domain and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:30628]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ST13P6","ENSG00000225259","ST13P6","ST13, Hsp70 interacting protein pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:18557]","GENECARDS,HGNC"
"ST6GALNAC1","ENSG00000070526","ST6GALNAC1","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23614]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STAT2","ENSG00000170581","STAT2","signal transducer and activator of transcription 2 [Source:HGNC Symbol;Acc:HGNC:11363]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STRIP2","ENSG00000128578","STRIP2","striatin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:22209]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SYCE2","ENSG00000161860","SYCE2","synaptonemal complex central element protein 2 [Source:HGNC Symbol;Acc:HGNC:27411]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAS2R5","ENSG00000127366","TAS2R5","taste 2 receptor member 5 [Source:HGNC Symbol;Acc:HGNC:14912]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TCEAL9","ENSG00000185222","TCEAL9","transcription elongation factor A like 9 [Source:HGNC Symbol;Acc:HGNC:30084]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TDRD7","ENSG00000196116","TDRD7","tudor domain containing 7 [Source:HGNC Symbol;Acc:HGNC:30831]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"THSD7A","ENSG00000005108","THSD7A","thrombospondin type 1 domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TIMM10","ENSG00000134809","TIMM10","translocase of inner mitochondrial membrane 10 [Source:HGNC Symbol;Acc:HGNC:11814]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TINCR","ENSG00000223573","TINCR","TINCR ubiquitin domain containing [Source:HGNC Symbol;Acc:HGNC:14607]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM139","ENSG00000178826","TMEM139","transmembrane protein 139 [Source:HGNC Symbol;Acc:HGNC:22058]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM191C","ENSG00000206140","TMEM191C","transmembrane protein 191C [Source:HGNC Symbol;Acc:HGNC:33601]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM225B","ENSG00000244219","TMEM225B","transmembrane protein 225B [Source:HGNC Symbol;Acc:HGNC:53075]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM269","ENSG00000274386","TMEM269","transmembrane protein 269 [Source:HGNC Symbol;Acc:HGNC:52381]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMPRSS3","ENSG00000160183","TMPRSS3","transmembrane serine protease 3 [Source:HGNC Symbol;Acc:HGNC:11877]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMTC1","ENSG00000133687","TMTC1","transmembrane O-mannosyltransferase targeting cadherins 1 [Source:HGNC Symbol;Acc:HGNC:24099]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFAIP6","ENSG00000123610","TNFAIP6","TNF alpha induced protein 6 [Source:HGNC Symbol;Acc:HGNC:11898]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFRSF17","ENSG00000048462","TNFRSF17","TNF receptor superfamily member 17 [Source:HGNC Symbol;Acc:HGNC:11913]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFRSF19","ENSG00000127863","TNFRSF19","TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFSF10","ENSG00000121858","TNFSF10","TNF superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:11925]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFSF13B","ENSG00000102524","TNFSF13B","TNF superfamily member 13b [Source:HGNC Symbol;Acc:HGNC:11929]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFSF15","ENSG00000181634","TNFSF15","TNF superfamily member 15 [Source:HGNC Symbol;Acc:HGNC:11931]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TPX2","ENSG00000088325","TPX2","TPX2 microtubule nucleation factor [Source:HGNC Symbol;Acc:HGNC:1249]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRAJ17","ENSG00000211872","TRAJ17","T cell receptor alpha joining 17 [Source:HGNC Symbol;Acc:HGNC:12045]","GENECARDS,HGNC"
"TRAJ20","ENSG00000211869","TRAJ20","T cell receptor alpha joining 20 [Source:HGNC Symbol;Acc:HGNC:12049]","GENECARDS,HGNC"
"TRAJ27","ENSG00000211862","TRAJ27","T cell receptor alpha joining 27 [Source:HGNC Symbol;Acc:HGNC:12056]","GENECARDS,HGNC"
"TRAJ32","ENSG00000211857","TRAJ32","T cell receptor alpha joining 32 [Source:HGNC Symbol;Acc:HGNC:12062]","GENECARDS,HGNC"
"TRAJ45","ENSG00000211844","TRAJ45","T cell receptor alpha joining 45 [Source:HGNC Symbol;Acc:HGNC:12076]","GENECARDS,HGNC"
"TRAJ7","ENSG00000211882","TRAJ7","T cell receptor alpha joining 7 [Source:HGNC Symbol;Acc:HGNC:12095]","GENECARDS,HGNC"
"TRBV5-1","ENSG00000211734","TRBV5-1","T cell receptor beta variable 5-1 [Source:HGNC Symbol;Acc:HGNC:12218]","GENECARDS,HGNC,UNIPROT_GN"
"TRBV5-5","ENSG00000211725","TRBV5-5","T cell receptor beta variable 5-5 [Source:HGNC Symbol;Acc:HGNC:12222]","GENECARDS,HGNC,UNIPROT_GN"
"TRIM22","ENSG00000132274","TRIM22","tripartite motif containing 22 [Source:HGNC Symbol;Acc:HGNC:16379]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRIM5","ENSG00000132256","TRIM5","tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRIM6","ENSG00000121236","TRIM6","tripartite motif containing 6 [Source:HGNC Symbol;Acc:HGNC:16277]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRIM7","ENSG00000146054","TRIM7","tripartite motif containing 7 [Source:HGNC Symbol;Acc:HGNC:16278]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRPM4","ENSG00000130529","TRPM4","transient receptor potential cation channel subfamily M member 4 [Source:HGNC Symbol;Acc:HGNC:17993]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSBP1-AS1","ENSG00000225914","TSBP1-AS1","TSBP1 and BTNL2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39756]","GENECARDS,HGNC"
"TSHR","ENSG00000165409","TSHR","thyroid stimulating hormone receptor [Source:HGNC Symbol;Acc:HGNC:12373]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TTC39C-AS1","ENSG00000264745","TTC39C-AS1","TTC39C antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51321]","GENECARDS,HGNC"
"TXNDC5","ENSG00000239264","TXNDC5","thioredoxin domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21073]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TYMP","ENSG00000025708","TYMP","thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"U62317","ENSG00000008735","MAPK8IP2","mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]","EMBL"
"U62317","ENSG00000025708","TYMP","thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148]","EMBL"
"U62317","ENSG00000025770","NCAPH2","non-SMC condensin II complex subunit H2 [Source:HGNC Symbol;Acc:HGNC:25071]","EMBL"
"U62317","ENSG00000100258","LMF2","lipase maturation factor 2 [Source:HGNC Symbol;Acc:HGNC:25096]","EMBL"
"U62317","ENSG00000100288","CHKB","choline kinase beta [Source:HGNC Symbol;Acc:HGNC:1938]","EMBL"
"U62317","ENSG00000100299","ARSA","arylsulfatase A [Source:HGNC Symbol;Acc:HGNC:713]","EMBL"
"U62317","ENSG00000130487","KLHDC7B","kelch domain containing 7B [Source:HGNC Symbol;Acc:HGNC:25145]","EMBL"
"U62317","ENSG00000177989","CIMAP1B","ciliary microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:34388]","EMBL"
"U62317","ENSG00000205560","CPT1B","carnitine palmitoyltransferase 1B [Source:HGNC Symbol;Acc:HGNC:2329]","EMBL"
"U62317","ENSG00000254413","CHKB-CPT1B","CHKB-CPT1B readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:41998]","EMBL"
"U62317","ENSG00000284194","SCO2","synthesis of cytochrome C oxidase 2 [Source:HGNC Symbol;Acc:HGNC:10604]","EMBL"
"U91328","ENSG00000010704","HFE","homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]","EMBL"
"U91328","ENSG00000112337","SLC17A2","solute carrier family 17 member 2 [Source:HGNC Symbol;Acc:HGNC:10930]","EMBL"
"U91328","ENSG00000112343","TRIM38","tripartite motif containing 38 [Source:HGNC Symbol;Acc:HGNC:10059]","EMBL"
"U91328","ENSG00000124610","H1-1","H1.1 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4715]","EMBL"
"U91328","ENSG00000180573","H2AC6","H2A clustered histone 6 [Source:HGNC Symbol;Acc:HGNC:4733]","EMBL"
"U91328","ENSG00000187837","H1-2","H1.2 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4716]","EMBL"
"UCKL1-AS1","ENSG00000280213","UCKL1-AS1","UCKL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:31967]","ENTREZGENE,HGNC,WIKIGENE"
"ULBP3","ENSG00000131019","ULBP3","UL16 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:14895]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UNC5B","ENSG00000107731","UNC5B","unc-5 netrin receptor B [Source:HGNC Symbol;Acc:HGNC:12568]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"USP18","ENSG00000184979","USP18","ubiquitin specific peptidase 18 [Source:HGNC Symbol;Acc:HGNC:12616]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"USP32P2","ENSG00000233327","USP32P2","ubiquitin specific peptidase 32 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:30751]","GENECARDS,HGNC"
"USP50","ENSG00000170236","USP50","ubiquitin specific peptidase 50 [Source:HGNC Symbol;Acc:HGNC:20079]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UTS2B","ENSG00000188958","UTS2B","urotensin 2B [Source:HGNC Symbol;Acc:HGNC:30894]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VAMP5","ENSG00000168899","VAMP5","vesicle associated membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:12646]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VDAC1P8","ENSG00000229036","VDAC1P8","voltage dependent anion channel 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:37483]","GENECARDS,HGNC"
"VNN1","ENSG00000112299","VNN1","vanin 1 [Source:HGNC Symbol;Acc:HGNC:12705]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WDR17","ENSG00000150627","WDR17","WD repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:16661]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WNT11","ENSG00000085741","WNT11","Wnt family member 11 [Source:HGNC Symbol;Acc:HGNC:12776]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WWC1","ENSG00000113645","WWC1","WW and C2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29435]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WWC2","ENSG00000151718","WWC2","WW and C2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24148]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WWTR1","ENSG00000018408","WWTR1","WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"XAF1","ENSG00000132530","XAF1","XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"YY2","ENSG00000230797","YY2","YY2 transcription factor [Source:HGNC Symbol;Acc:HGNC:31684]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZBP1","ENSG00000124256","ZBP1","Z-DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:16176]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZBTB32","ENSG00000011590","ZBTB32","zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:HGNC:16763]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZCCHC2","ENSG00000141664","ZCCHC2","zinc finger CCHC-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22916]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZMYND15","ENSG00000141497","ZMYND15","zinc finger MYND-type containing 15 [Source:HGNC Symbol;Acc:HGNC:20997]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF385C","ENSG00000187595","ZNF385C","zinc finger protein 385C [Source:HGNC Symbol;Acc:HGNC:33722]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF462","ENSG00000148143","ZNF462","zinc finger protein 462 [Source:HGNC Symbol;Acc:HGNC:21684]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF66","ENSG00000160229","ZNF66","zinc finger protein 66 [Source:HGNC Symbol;Acc:HGNC:13135]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNRD1ASP","None","None","None",""
"ZYG11A","ENSG00000203995","ZYG11A","zyg-11 family member A, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:32058]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ABHD1","ENSG00000143994","ABHD1","abhydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17553]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AC004938","ENSG00000015520","NPC1L1","NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898]","EMBL"
"AC004938","ENSG00000136271","DDX56","DEAD-box helicase 56 [Source:HGNC Symbol;Acc:HGNC:18193]","EMBL"
"AC004938","ENSG00000158604","TMED4","transmembrane p24 trafficking protein 4 [Source:HGNC Symbol;Acc:HGNC:22301]","EMBL"
"AC005034","ENSG00000005436","GCFC2","GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317]","EMBL"
"AC005034","ENSG00000115364","MRPL19","mitochondrial ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:14052]","EMBL"
"AC005076","ENSG00000135164","DMTF1","cyclin D binding myb like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:14603]","EMBL"
"AC005076","ENSG00000135185","TMEM243","transmembrane protein 243 [Source:HGNC Symbol;Acc:HGNC:21707]","EMBL"
"AC005082","ENSG00000122550","KLHL7","kelch like family member 7 [Source:HGNC Symbol;Acc:HGNC:15646]","EMBL"
"AC005082","ENSG00000136231","IGF2BP3","insulin like growth factor 2 mRNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:28868]","EMBL"
"AC005082","ENSG00000136235","GPNMB","glycoprotein nmb [Source:HGNC Symbol;Acc:HGNC:4462]","EMBL"
"AC005082","ENSG00000136243","NUP42","nucleoporin 42 [Source:HGNC Symbol;Acc:HGNC:17010]","EMBL"
"AC005082","ENSG00000156928","MALSU1","mitochondrial assembly of ribosomal large subunit 1 [Source:HGNC Symbol;Acc:HGNC:21721]","EMBL"
"AC005785","ENSG00000011243","AKAP8L","A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]","EMBL"
"AC005785","ENSG00000105127","AKAP8","A-kinase anchoring protein 8 [Source:HGNC Symbol;Acc:HGNC:378]","EMBL"
"AC005944","ENSG00000104964","TLE5","TLE family member 5, transcriptional modulator [Source:HGNC Symbol;Acc:HGNC:307]","EMBL"
"AC006033","ENSG00000010270","STARD3NL","STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169]","EMBL"
"AC006033","ENSG00000211691","TRGJP","T cell receptor gamma joining P [Source:HGNC Symbol;Acc:HGNC:12279]","EMBL"
"AC006033","ENSG00000211693","TRGV11","T cell receptor gamma variable 11 (non-functional) [Source:HGNC Symbol;Acc:HGNC:12286]","EMBL"
"AC006033","ENSG00000211695","TRGV9","T cell receptor gamma variable 9 [Source:HGNC Symbol;Acc:HGNC:12295]","EMBL"
"AC006033","ENSG00000211696","TRGV8","T cell receptor gamma variable 8 [Source:HGNC Symbol;Acc:HGNC:12294]","EMBL"
"AC006033","ENSG00000211697","TRGV5","T cell receptor gamma variable 5 [Source:HGNC Symbol;Acc:HGNC:12290]","EMBL"
"AC006213","ENSG00000124459","ZNF45","zinc finger protein 45 [Source:HGNC Symbol;Acc:HGNC:13111]","EMBL"
"AC006213","ENSG00000159882","ZNF230","zinc finger protein 230 [Source:HGNC Symbol;Acc:HGNC:13024]","EMBL"
"AC006213","ENSG00000159905","ZNF221","zinc finger protein 221 [Source:HGNC Symbol;Acc:HGNC:13014]","EMBL"
"AC006213","ENSG00000176222","ZNF404","zinc finger protein 404 [Source:HGNC Symbol;Acc:HGNC:19417]","EMBL"
"AC006213","ENSG00000204920","ZNF155","zinc finger protein 155 [Source:HGNC Symbol;Acc:HGNC:12940]","EMBL"
"AC006435","ENSG00000070444","MNT","MAX network transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:7188]","EMBL"
"AC006435","ENSG00000127804","METTL16","methyltransferase 16, RNA N6-adenosine [Source:HGNC Symbol;Acc:HGNC:28484]","EMBL"
"AC006435","ENSG00000141258","SGSM2","small G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29026]","EMBL"
"AC006538","ENSG00000104969","SGTA","small glutamine rich tetratricopeptide repeat co-chaperone alpha [Source:HGNC Symbol;Acc:HGNC:10819]","EMBL"
"AC006538","ENSG00000141873","SLC39A3","solute carrier family 39 member 3 [Source:HGNC Symbol;Acc:HGNC:17128]","EMBL"
"AC006538","ENSG00000172006","ZNF554","zinc finger protein 554 [Source:HGNC Symbol;Acc:HGNC:26629]","EMBL"
"AC006538","ENSG00000172009","THOP1","thimet oligopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:11793]","EMBL"
"AC006538","ENSG00000176490","DIRAS1","DIRAS family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:19127]","EMBL"
"AC006538","ENSG00000176533","GNG7","G protein subunit gamma 7 [Source:HGNC Symbol;Acc:HGNC:4410]","EMBL"
"AC006538","ENSG00000267001","None","novel protein","EMBL"
"AC007292","ENSG00000008382","MPND","MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934]","EMBL"
"AC007292","ENSG00000141985","SH3GL1","SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]","EMBL"
"AC007384","ENSG00000005483","KMT2E","lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541]","EMBL"
"AC008750","ENSG00000105374","NKG7","natural killer cell granule protein 7 [Source:HGNC Symbol;Acc:HGNC:7830]","EMBL"
"AC008750","ENSG00000105379","ETFB","electron transfer flavoprotein subunit beta [Source:HGNC Symbol;Acc:HGNC:3482]","EMBL"
"AC008750","ENSG00000142512","SIGLEC10","sialic acid binding Ig like lectin 10 [Source:HGNC Symbol;Acc:HGNC:15620]","EMBL"
"AC008750","ENSG00000186806","VSIG10L","V-set and immunoglobulin domain containing 10 like [Source:HGNC Symbol;Acc:HGNC:27111]","EMBL"
"AC008750","ENSG00000262874","C19orf84","chromosome 19 open reading frame 84 [Source:HGNC Symbol;Acc:HGNC:27112]","EMBL"
"AC008750","ENSG00000269403","None","novel protein","EMBL"
"AC008750","ENSG00000105374","NKG7","natural killer cell granule protein 7 [Source:HGNC Symbol;Acc:HGNC:7830]","EMBL"
"AC008750","ENSG00000105379","ETFB","electron transfer flavoprotein subunit beta [Source:HGNC Symbol;Acc:HGNC:3482]","EMBL"
"AC008750","ENSG00000142512","SIGLEC10","sialic acid binding Ig like lectin 10 [Source:HGNC Symbol;Acc:HGNC:15620]","EMBL"
"AC008750","ENSG00000186806","VSIG10L","V-set and immunoglobulin domain containing 10 like [Source:HGNC Symbol;Acc:HGNC:27111]","EMBL"
"AC008750","ENSG00000262874","C19orf84","chromosome 19 open reading frame 84 [Source:HGNC Symbol;Acc:HGNC:27112]","EMBL"
"AC008750","ENSG00000269403","None","novel protein","EMBL"
"AC009093","None","None","None",""
"AC009120","ENSG00000103035","PSMD7","proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]","EMBL"
"AC009226","None","None","None",""
"AC010422","ENSG00000095059","DHPS","deoxyhypusine synthase [Source:HGNC Symbol;Acc:HGNC:2869]","EMBL"
"AC010422","ENSG00000104774","MAN2B1","mannosidase alpha class 2B member 1 [Source:HGNC Symbol;Acc:HGNC:6826]","EMBL"
"AC010422","ENSG00000105583","WDR83OS","WD repeat domain 83 opposite strand [Source:HGNC Symbol;Acc:HGNC:30203]","EMBL"
"AC010422","ENSG00000123154","WDR83","WD repeat domain 83 [Source:HGNC Symbol;Acc:HGNC:32672]","EMBL"
"AC010422","ENSG00000173875","ZNF791","zinc finger protein 791 [Source:HGNC Symbol;Acc:HGNC:26895]","EMBL"
"AC010422","ENSG00000188033","ZNF490","zinc finger protein 490 [Source:HGNC Symbol;Acc:HGNC:23705]","EMBL"
"AC010422","ENSG00000249709","ZNF564","zinc finger protein 564 [Source:HGNC Symbol;Acc:HGNC:31106]","EMBL"
"AC010422","ENSG00000269590","None","novel protein","EMBL"
"AC010422","ENSG00000285589","None","novel transcript","EMBL"
"AC012184","ENSG00000090861","AARS1","alanyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:20]","EMBL"
"AC012184","ENSG00000157349","DDX19B","DEAD-box helicase 19B [Source:HGNC Symbol;Acc:HGNC:2742]","EMBL"
"AC012184","ENSG00000157353","FCSK","fucose kinase [Source:HGNC Symbol;Acc:HGNC:29500]","EMBL"
