"initial_alias","converted_alias","name","description","namespace"
"AC011468","ENSG00000256087","ZNF432","zinc finger protein 432 [Source:HGNC Symbol;Acc:HGNC:20810]","EMBL"
"AC011676","ENSG00000022567","SLC45A4","solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]","EMBL"
"AC011726","ENSG00000104765","BNIP3L","BCL2 interacting protein 3 like [Source:HGNC Symbol;Acc:HGNC:1085]","EMBL"
"AC011933","ENSG00000177885","GRB2","growth factor receptor bound protein 2 [Source:HGNC Symbol;Acc:HGNC:4566]","EMBL"
"AC011944","ENSG00000058335","RASGRF1","Ras protein specific guanine nucleotide releasing factor 1 [Source:HGNC Symbol;Acc:HGNC:9875]","EMBL"
"AC011944","ENSG00000103811","CTSH","cathepsin H [Source:HGNC Symbol;Acc:HGNC:2535]","EMBL"
"AC011944","ENSG00000185787","MORF4L1","mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989]","EMBL"
"AC012020","ENSG00000114446","IFT57","intraflagellar transport 57 [Source:HGNC Symbol;Acc:HGNC:17367]","EMBL"
"AC012020","ENSG00000196776","CD47","CD47 molecule [Source:HGNC Symbol;Acc:HGNC:1682]","EMBL"
"AC012184","ENSG00000090861","AARS1","alanyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:20]","EMBL"
"AC012184","ENSG00000157349","DDX19B","DEAD-box helicase 19B [Source:HGNC Symbol;Acc:HGNC:2742]","EMBL"
"AC012184","ENSG00000157353","FCSK","fucose kinase [Source:HGNC Symbol;Acc:HGNC:29500]","EMBL"
"AC012184","ENSG00000168872","DDX19A","DEAD-box helicase 19A [Source:HGNC Symbol;Acc:HGNC:25628]","EMBL"
"AC012184","ENSG00000260537","None","novel protein, DDX19B and DDX19A readthrough","EMBL"
"AC012313","ENSG00000083807","SLC27A5","solute carrier family 27 member 5 [Source:HGNC Symbol;Acc:HGNC:10999]","EMBL"
"AC012313","ENSG00000083838","ZNF446","zinc finger protein 446 [Source:HGNC Symbol;Acc:HGNC:21036]","EMBL"
"AC012313","ENSG00000083845","RPS5","ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:10426]","EMBL"
"AC012313","ENSG00000119574","ZBTB45","zinc finger and BTB domain containing 45 [Source:HGNC Symbol;Acc:HGNC:23715]","EMBL"
"AC012313","ENSG00000121410","A1BG","alpha-1-B glycoprotein [Source:HGNC Symbol;Acc:HGNC:5]","EMBL"
"AC012313","ENSG00000131849","ZNF132","zinc finger protein 132 [Source:HGNC Symbol;Acc:HGNC:12916]","EMBL"
"AC012313","ENSG00000171574","ZNF584","zinc finger protein 584 [Source:HGNC Symbol;Acc:HGNC:27318]","EMBL"
"AC012313","ENSG00000174586","ZNF497","zinc finger protein 497 [Source:HGNC Symbol;Acc:HGNC:23714]","EMBL"
"AC012313","ENSG00000249471","ZNF324B","zinc finger protein 324B [Source:HGNC Symbol;Acc:HGNC:33107]","EMBL"
"AC012313","ENSG00000269855","RNF225","ring finger protein 225 [Source:HGNC Symbol;Acc:HGNC:51249]","EMBL"
"AC012645","ENSG00000090238","YPEL3","yippee like 3 [Source:HGNC Symbol;Acc:HGNC:18327]","EMBL"
"AC012645","ENSG00000102879","CORO1A","coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]","EMBL"
"AC012645","ENSG00000102882","MAPK3","mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877]","EMBL"
"AC012645","ENSG00000102886","GDPD3","glycerophosphodiester phosphodiesterase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28638]","EMBL"
"AC012645","ENSG00000149922","TBX6","T-box transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:11605]","EMBL"
"AC012651","ENSG00000092529","CAPN3","calpain 3 [Source:HGNC Symbol;Acc:HGNC:1480]","EMBL"
"AC012651","ENSG00000103994","ZNF106","zinc finger protein 106 [Source:HGNC Symbol;Acc:HGNC:12886]","EMBL"
"AC012651","ENSG00000214013","GANC","glucosidase alpha, neutral C [Source:HGNC Symbol;Acc:HGNC:4139]","EMBL"
"AC012651","ENSG00000258461","None","novel transcript","EMBL"
"AC013731","ENSG00000115170","ACVR1","activin A receptor type 1 [Source:HGNC Symbol;Acc:HGNC:171]","EMBL"
"AC015802","ENSG00000070731","ST6GALNAC2","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10867]","EMBL"
"AC015802","ENSG00000129667","RHBDF2","rhomboid 5 homolog 2 [Source:HGNC Symbol;Acc:HGNC:20788]","EMBL"
"AC015802","ENSG00000129673","AANAT","aralkylamine N-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:19]","EMBL"
"AC015802","ENSG00000161544","CYGB","cytoglobin [Source:HGNC Symbol;Acc:HGNC:16505]","EMBL"
"AC015802","ENSG00000284526","None","novel protein","EMBL"
"AC015871","ENSG00000136371","MTHFS","methenyltetrahydrofolate synthetase [Source:HGNC Symbol;Acc:HGNC:7437]","EMBL"
"AC015871","ENSG00000140379","BCL2A1","BCL2 related protein A1 [Source:HGNC Symbol;Acc:HGNC:991]","EMBL"
"AC015871","ENSG00000259332","ST20-MTHFS","ST20-MTHFS readthrough [Source:HGNC Symbol;Acc:HGNC:44655]","EMBL"
"AC015871","ENSG00000136371","MTHFS","methenyltetrahydrofolate synthetase [Source:HGNC Symbol;Acc:HGNC:7437]","EMBL"
"AC015871","ENSG00000140379","BCL2A1","BCL2 related protein A1 [Source:HGNC Symbol;Acc:HGNC:991]","EMBL"
"AC015871","ENSG00000259332","ST20-MTHFS","ST20-MTHFS readthrough [Source:HGNC Symbol;Acc:HGNC:44655]","EMBL"
"AC016583","None","None","None",""
"AC016590","ENSG00000181666","ZNF875","zinc finger protein 875 [Source:HGNC Symbol;Acc:HGNC:4928]","EMBL"
"AC016590","ENSG00000188283","ZNF383","zinc finger protein 383 [Source:HGNC Symbol;Acc:HGNC:18609]","EMBL"
"AC017104","ENSG00000115053","NCL","nucleolin [Source:HGNC Symbol;Acc:HGNC:7667]","EMBL"
"AC017104","ENSG00000156966","B3GNT7","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18811]","EMBL"
"AC017104","ENSG00000171596","NMUR1","neuromedin U receptor 1 [Source:HGNC Symbol;Acc:HGNC:4518]","EMBL"
"AC017116","ENSG00000122678","POLM","DNA polymerase mu [Source:HGNC Symbol;Acc:HGNC:9185]","EMBL"
"AC017116","ENSG00000136279","DBNL","drebrin like [Source:HGNC Symbol;Acc:HGNC:2696]","EMBL"
"AC018445","ENSG00000131196","NFATC1","nuclear factor of activated T cells 1 [Source:HGNC Symbol;Acc:HGNC:7775]","EMBL"
"AC018529","ENSG00000197971","MBP","myelin basic protein [Source:HGNC Symbol;Acc:HGNC:6925]","EMBL"
"AC018607","ENSG00000137574","TGS1","trimethylguanosine synthase 1 [Source:HGNC Symbol;Acc:HGNC:17843]","EMBL"
"AC018607","ENSG00000254087","LYN","LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]","EMBL"
"AC018926","ENSG00000069943","PIGB","phosphatidylinositol glycan anchor biosynthesis class B [Source:HGNC Symbol;Acc:HGNC:8959]","EMBL"
"AC018926","ENSG00000069974","RAB27A","RAB27A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9766]","EMBL"
"AC018926","ENSG00000225973","PIGBOS1","PIGB opposite strand 1 [Source:HGNC Symbol;Acc:HGNC:50696]","EMBL"
"AC018926","ENSG00000260916","CCPG1","cell cycle progression 1 [Source:HGNC Symbol;Acc:HGNC:24227]","EMBL"
"AC019226","ENSG00000115947","ORC4","origin recognition complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:8490]","EMBL"
"AC019226","ENSG00000204406","MBD5","methyl-CpG binding domain protein 5 [Source:HGNC Symbol;Acc:HGNC:20444]","EMBL"
"AC020656","ENSG00000090382","LYZ","lysozyme [Source:HGNC Symbol;Acc:HGNC:6740]","EMBL"
"AC020656","ENSG00000111605","CPSF6","cleavage and polyadenylation specific factor 6 [Source:HGNC Symbol;Acc:HGNC:13871]","EMBL"
"AC020915","ENSG00000142396","ERVK3-1","endogenous retrovirus group K3 member 1 [Source:HGNC Symbol;Acc:HGNC:30466]","EMBL"
"AC020915","ENSG00000171606","ZNF274","zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068]","EMBL"
"AC020915","ENSG00000198131","ZNF544","zinc finger protein 544 [Source:HGNC Symbol;Acc:HGNC:16759]","EMBL"
"AC020915","ENSG00000283515","None","novel protein","EMBL"
"AC020917","ENSG00000127527","EPS15L1","epidermal growth factor receptor pathway substrate 15 like 1 [Source:HGNC Symbol;Acc:HGNC:24634]","EMBL"
"AC020917","ENSG00000127528","KLF2","KLF transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:6347]","EMBL"
"AC020978","ENSG00000072736","NFATC3","nuclear factor of activated T cells 3 [Source:HGNC Symbol;Acc:HGNC:7777]","EMBL"
"AC020978","ENSG00000103061","SLC7A6OS","solute carrier family 7 member 6 opposite strand [Source:HGNC Symbol;Acc:HGNC:25807]","EMBL"
"AC020978","ENSG00000103064","SLC7A6","solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064]","EMBL"
"AC020978","ENSG00000103066","PLA2G15","phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]","EMBL"
"AC020978","ENSG00000103067","ESRP2","epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152]","EMBL"
"AC020978","ENSG00000132600","PRMT7","protein arginine methyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:25557]","EMBL"
"AC021106","ENSG00000065882","TBC1D1","TBC1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:11578]","EMBL"
"AC021106","ENSG00000169299","PGM2","phosphoglucomutase 2 [Source:HGNC Symbol;Acc:HGNC:8906]","EMBL"
"AC021127","ENSG00000138675","FGF5","fibroblast growth factor 5 [Source:HGNC Symbol;Acc:HGNC:3683]","EMBL"
"AC021127","ENSG00000152784","PRDM8","PR/SET domain 8 [Source:HGNC Symbol;Acc:HGNC:13993]","EMBL"
"AC021127","ENSG00000197826","CFAP299","cilia and flagella associated protein 299 [Source:HGNC Symbol;Acc:HGNC:28554]","EMBL"
"AC021205","ENSG00000138685","FGF2","fibroblast growth factor 2 [Source:HGNC Symbol;Acc:HGNC:3676]","EMBL"
"AC021205","ENSG00000145375","AFG2A","AFG2 AAA ATPase homolog A [Source:HGNC Symbol;Acc:HGNC:18119]","EMBL"
"AC021205","ENSG00000170917","NUDT6","nudix hydrolase 6 [Source:HGNC Symbol;Acc:HGNC:8053]","EMBL"
"AC021321","ENSG00000066777","ARFGEF1","ADP ribosylation factor guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:15772]","EMBL"
"AC021683","None","None","None",""
"AC022182","ENSG00000177182","CLVS1","clavesin 1 [Source:HGNC Symbol;Acc:HGNC:23139]","EMBL"
"AC022364","ENSG00000123106","CCDC91","coiled-coil domain containing 91 [Source:HGNC Symbol;Acc:HGNC:24855]","EMBL"
"AC022506","ENSG00000111087","GLI1","GLI family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:4317]","EMBL"
"AC022506","ENSG00000123329","ARHGAP9","Rho GTPase activating protein 9 [Source:HGNC Symbol;Acc:HGNC:14130]","EMBL"
"AC022506","ENSG00000155980","KIF5A","kinesin family member 5A [Source:HGNC Symbol;Acc:HGNC:6323]","EMBL"
"AC022506","ENSG00000166908","PIP4K2C","phosphatidylinositol-5-phosphate 4-kinase type 2 gamma [Source:HGNC Symbol;Acc:HGNC:23786]","EMBL"
"AC022506","ENSG00000166986","MARS1","methionyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6898]","EMBL"
"AC022506","ENSG00000166987","MBD6","methyl-CpG binding domain protein 6 [Source:HGNC Symbol;Acc:HGNC:20445]","EMBL"
"AC022506","ENSG00000175197","DDIT3","DNA damage inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]","EMBL"
"AC022506","ENSG00000175203","DCTN2","dynactin subunit 2 [Source:HGNC Symbol;Acc:HGNC:2712]","EMBL"
"AC022506","ENSG00000178498","DTX3","deltex E3 ubiquitin ligase 3 [Source:HGNC Symbol;Acc:HGNC:24457]","EMBL"
"AC022506","ENSG00000285133","None","novel protein","EMBL"
"AC022762","ENSG00000051009","FHIP1B","FHF complex subunit HOOK interacting protein 1B [Source:HGNC Symbol;Acc:HGNC:25378]","EMBL"
"AC022762","ENSG00000110148","CCKBR","cholecystokinin B receptor [Source:HGNC Symbol;Acc:HGNC:1571]","EMBL"
"AC022762","ENSG00000132259","CNGA4","cyclic nucleotide gated channel subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:2152]","EMBL"
"AC022916","ENSG00000073536","NLE1","notchless homolog 1 [Source:HGNC Symbol;Acc:HGNC:19889]","EMBL"
"AC022916","ENSG00000166750","SLFN5","schlafen family member 5 [Source:HGNC Symbol;Acc:HGNC:28286]","EMBL"
"AC022916","ENSG00000185379","RAD51D","RAD51 paralog D [Source:HGNC Symbol;Acc:HGNC:9823]","EMBL"
"AC022916","ENSG00000267618","None","RAD51L3-RFFL readthrough","EMBL"
"AC023157","ENSG00000139160","ETFBKMT","electron transfer flavoprotein subunit beta lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:28739]","EMBL"
"AC023157","ENSG00000151743","AMN1","antagonist of mitotic exit network 1 homolog [Source:HGNC Symbol;Acc:HGNC:27281]","EMBL"
"AC023157","ENSG00000300510","None","novel protein similar to interferon induced transmembrane protein 3","EMBL"
"AC023355","ENSG00000074803","SLC12A1","solute carrier family 12 member 1 [Source:HGNC Symbol;Acc:HGNC:10910]","EMBL"
"AC023355","ENSG00000128951","DUT","deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078]","EMBL"
"AC023830","ENSG00000089486","CDIP1","cell death inducing p53 target 1 [Source:HGNC Symbol;Acc:HGNC:13234]","EMBL"
"AC023830","ENSG00000102858","MGRN1","mahogunin ring finger 1 [Source:HGNC Symbol;Acc:HGNC:20254]","EMBL"
"AC023830","ENSG00000153443","UBALD1","UBA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29576]","EMBL"
"AC023830","ENSG00000168096","ANKS3","ankyrin repeat and sterile alpha motif domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29422]","EMBL"
"AC023830","ENSG00000168101","NUDT16L1","nudix hydrolase 16 like 1 [Source:HGNC Symbol;Acc:HGNC:28154]","EMBL"
"AC023830","ENSG00000205832","C16orf96","chromosome 16 open reading frame 96 [Source:HGNC Symbol;Acc:HGNC:40031]","EMBL"
"AC023908","ENSG00000166073","GPR176","G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:HGNC:32370]","EMBL"
"AC024257","ENSG00000167528","ZNF641","zinc finger protein 641 [Source:HGNC Symbol;Acc:HGNC:31834]","EMBL"
"AC024257","ENSG00000187166","H1-7","H1.7 linker histone [Source:HGNC Symbol;Acc:HGNC:24893]","EMBL"
"AC024270","ENSG00000064726","BTBD1","BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1120]","EMBL"
"AC024270","ENSG00000136404","TM6SF1","transmembrane 6 superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:11860]","EMBL"
"AC024270","ENSG00000166503","HDGFL3","HDGF like 3 [Source:HGNC Symbol;Acc:HGNC:24937]","EMBL"
"AC024575","ENSG00000105518","TMEM205","transmembrane protein 205 [Source:HGNC Symbol;Acc:HGNC:29631]","EMBL"
"AC024575","ENSG00000105520","PLPPR2","phospholipid phosphatase related 2 [Source:HGNC Symbol;Acc:HGNC:29566]","EMBL"
"AC024575","ENSG00000130167","TSPAN16","tetraspanin 16 [Source:HGNC Symbol;Acc:HGNC:30725]","EMBL"
"AC024575","ENSG00000130175","PRKCSH","PRKCSH beta subunit of glucosidase II [Source:HGNC Symbol;Acc:HGNC:9411]","EMBL"
"AC024575","ENSG00000173928","SWSAP1","SWIM-type zinc finger 7 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:26638]","EMBL"
"AC024575","ENSG00000183401","CCDC159","coiled-coil domain containing 159 [Source:HGNC Symbol;Acc:HGNC:26996]","EMBL"
"AC024575","ENSG00000187266","EPOR","erythropoietin receptor [Source:HGNC Symbol;Acc:HGNC:3416]","EMBL"
"AC024575","ENSG00000198003","ODAD3","outer dynein arm docking complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:28303]","EMBL"
"AC024575","ENSG00000205517","RGL3","ral guanine nucleotide dissociation stimulator like 3 [Source:HGNC Symbol;Acc:HGNC:30282]","EMBL"
"AC025162","ENSG00000065357","DGKA","diacylglycerol kinase alpha [Source:HGNC Symbol;Acc:HGNC:2849]","EMBL"
"AC025162","ENSG00000123374","CDK2","cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771]","EMBL"
"AC025162","ENSG00000170473","PYM1","PYM homolog 1, exon junction complex associated factor [Source:HGNC Symbol;Acc:HGNC:30258]","EMBL"
"AC025162","ENSG00000185664","PMEL","premelanosome protein [Source:HGNC Symbol;Acc:HGNC:10880]","EMBL"
"AC025287","ENSG00000034713","GABARAPL2","GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]","EMBL"
"AC025287","ENSG00000065427","KARS1","lysyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6215]","EMBL"
"AC025287","ENSG00000065457","ADAT1","adenosine deaminase tRNA specific 1 [Source:HGNC Symbol;Acc:HGNC:228]","EMBL"
"AC025287","ENSG00000166848","TERF2IP","TERF2 interacting protein [Source:HGNC Symbol;Acc:HGNC:19246]","EMBL"
"AC025287","ENSG00000205084","TMEM231","transmembrane protein 231 [Source:HGNC Symbol;Acc:HGNC:37234]","EMBL"
"AC025287","ENSG00000282757","DUXB","double homeobox B [Source:HGNC Symbol;Acc:HGNC:33345]","EMBL"
"AC025287","ENSG00000283755","CPHXL","cytoplasmic polyadenylated homeobox like [Source:HGNC Symbol;Acc:HGNC:51815]","EMBL"
"AC025287","ENSG00000284484","CPHXL2","cytoplasmic polyadenylated homeobox like 2 [Source:HGNC Symbol;Acc:HGNC:55919]","EMBL"
"AC026362","ENSG00000090975","PITPNM2","phosphatidylinositol transfer protein membrane associated 2 [Source:HGNC Symbol;Acc:HGNC:21044]","EMBL"
"AC026362","ENSG00000111325","OGFOD2","2-oxoglutarate and iron dependent oxygenase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25823]","EMBL"
"AC026362","ENSG00000150967","ABCB9","ATP binding cassette subfamily B member 9 [Source:HGNC Symbol;Acc:HGNC:50]","EMBL"
"AC026362","ENSG00000182196","ARL6IP4","ADP ribosylation factor like GTPase 6 interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:18076]","EMBL"
"AC026471","ENSG00000140675","SLC5A2","solute carrier family 5 member 2 [Source:HGNC Symbol;Acc:HGNC:11037]","EMBL"
"AC026471","ENSG00000140682","TGFB1I1","transforming growth factor beta 1 induced transcript 1 [Source:HGNC Symbol;Acc:HGNC:11767]","EMBL"
"AC026471","ENSG00000140688","RUSF1","RUS family member 1 [Source:HGNC Symbol;Acc:HGNC:25848]","EMBL"
"AC026471","ENSG00000140691","ARMC5","armadillo repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:25781]","EMBL"
"AC026471","ENSG00000176723","ZNF843","zinc finger protein 843 [Source:HGNC Symbol;Acc:HGNC:28710]","EMBL"
"AC027607","ENSG00000154274","C4orf19","chromosome 4 open reading frame 19 [Source:HGNC Symbol;Acc:HGNC:25618]","EMBL"
"AC027607","ENSG00000181826","RELL1","RELT like 1 [Source:HGNC Symbol;Acc:HGNC:27379]","EMBL"
"AC027682","ENSG00000039523","RIPOR1","RHO family interacting cell polarization regulator 1 [Source:HGNC Symbol;Acc:HGNC:25836]","EMBL"
"AC027682","ENSG00000102974","CTCF","CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723]","EMBL"
"AC027682","ENSG00000039523","RIPOR1","RHO family interacting cell polarization regulator 1 [Source:HGNC Symbol;Acc:HGNC:25836]","EMBL"
"AC027682","ENSG00000102974","CTCF","CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723]","EMBL"
"AC035139","ENSG00000128815","WDFY4","WDFY family member 4 [Source:HGNC Symbol;Acc:HGNC:29323]","EMBL"
"AC040934","ENSG00000178852","EFCAB13","EF-hand calcium binding domain 13 [Source:HGNC Symbol;Acc:HGNC:26864]","EMBL"
"AC055839","ENSG00000091592","NLRP1","NLR family pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14374]","EMBL"
"AC055839","ENSG00000167842","MIS12","MIS12 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:24967]","EMBL"
"AC055839","ENSG00000286190","None","novel protein","EMBL"
"AC060766","ENSG00000154760","SLFN13","schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481]","EMBL"
"AC060766","ENSG00000172716","SLFN11","schlafen family member 11 [Source:HGNC Symbol;Acc:HGNC:26633]","EMBL"
"AC060780","ENSG00000012048","BRCA1","BRCA1 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]","EMBL"
"AC060780","ENSG00000188554","NBR1","NBR1 autophagy cargo receptor [Source:HGNC Symbol;Acc:HGNC:6746]","EMBL"
"AC063977","ENSG00000105383","CD33","CD33 molecule [Source:HGNC Symbol;Acc:HGNC:1659]","EMBL"
"AC063977","ENSG00000142549","IGLON5","IgLON family member 5 [Source:HGNC Symbol;Acc:HGNC:34550]","EMBL"
"AC063977","ENSG00000168995","SIGLEC7","sialic acid binding Ig like lectin 7 [Source:HGNC Symbol;Acc:HGNC:10876]","EMBL"
"AC063977","ENSG00000179213","SIGLECL1","SIGLEC family like 1 [Source:HGNC Symbol;Acc:HGNC:26856]","EMBL"
"AC063977","ENSG00000105383","CD33","CD33 molecule [Source:HGNC Symbol;Acc:HGNC:1659]","EMBL"
"AC063977","ENSG00000142549","IGLON5","IgLON family member 5 [Source:HGNC Symbol;Acc:HGNC:34550]","EMBL"
"AC063977","ENSG00000168995","SIGLEC7","sialic acid binding Ig like lectin 7 [Source:HGNC Symbol;Acc:HGNC:10876]","EMBL"
"AC063977","ENSG00000179213","SIGLECL1","SIGLEC family like 1 [Source:HGNC Symbol;Acc:HGNC:26856]","EMBL"
"AC068205","ENSG00000149084","HSD17B12","hydroxysteroid 17-beta dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:18646]","EMBL"
"AC068620","ENSG00000109265","CRACD","capping protein inhibiting regulator of actin dynamics [Source:HGNC Symbol;Acc:HGNC:29219]","EMBL"
"AC068620","ENSG00000128050","PAICS","phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:HGNC Symbol;Acc:HGNC:8587]","EMBL"
"AC068620","ENSG00000128059","PPAT","phosphoribosyl pyrophosphate amidotransferase [Source:HGNC Symbol;Acc:HGNC:9238]","EMBL"
"AC068620","ENSG00000157426","AASDH","aminoadipate-semialdehyde dehydrogenase [Source:HGNC Symbol;Acc:HGNC:23993]","EMBL"
"AC068669","ENSG00000108349","CASC3","CASC3 exon junction complex subunit [Source:HGNC Symbol;Acc:HGNC:17040]","EMBL"
"AC068669","ENSG00000108352","RAPGEFL1","Rap guanine nucleotide exchange factor like 1 [Source:HGNC Symbol;Acc:HGNC:17428]","EMBL"
"AC068669","ENSG00000126351","THRA","thyroid hormone receptor alpha [Source:HGNC Symbol;Acc:HGNC:11796]","EMBL"
"AC068669","ENSG00000171475","WIPF2","WAS/WASL interacting protein family member 2 [Source:HGNC Symbol;Acc:HGNC:30923]","EMBL"
"AC068669","ENSG00000188895","MSL1","MSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:27905]","EMBL"
"AC069528","ENSG00000163746","PLSCR2","phospholipid scramblase 2 [Source:HGNC Symbol;Acc:HGNC:16494]","EMBL"
"AC069528","ENSG00000188313","PLSCR1","phospholipid scramblase 1 [Source:HGNC Symbol;Acc:HGNC:9092]","EMBL"
